[addition] 7 + 59 | 66
[reversing] 9 9 5 8 8 5 3 | 3 5 8 8 5 9 9
[addition] 50 + 881 | 931
[addition] 920 + 12 | 932
[addition] 592 + 7 | 599
[copying] BTHUH | BTHUHBTHUHBTHUH
[copying] LV | LVLVLV
[addition] 1 + 24 | 25
[sorting] 7 5 6 1 2 0 9 2 8 7 8 | 0 1 2 2 5 6 7 7 8 8 9
[reversing] 4 2 1 1 | 1 1 2 4
[relations] E974 is parent of E393. E393 is parent of E788. Who is the ancestor 2 of E788? | E974
[addition] 8 + 5 | 13
[sorting] 7 5 1 7 7 3 8 7 0 3 | 0 1 3 3 5 7 7 7 7 8
[relations] E641 is parent of E26. E26 is parent of E861. Who is the ancestor 2 of E861? | E641
[relations] E621 is parent of E771. E771 is parent of E652. Who is the ancestor 2 of E652? | E621
[sorting] 6 8 1 3 3 5 5 4 | 1 3 3 4 5 5 6 8
[reversing] 0 9 5 | 5 9 0
[addition] 89 + 894 | 983
[relations] E555 is parent of E287. E287 is parent of E655. Who is the ancestor 2 of E655? | E555
[copying] JF | JFJFJF
[reversing] 4 5 5 9 4 | 4 9 5 5 4
[relations] E294 is parent of E837. E837 is parent of E933. Who is the ancestor 2 of E933? | E294
[addition] 7 + 534 | 541
[reversing] 0 5 6 5 7 0 1 9 4 7 1 1 | 1 1 7 4 9 1 0 7 5 6 5 0
[addition] 56 + 4 | 60
[relations] E13 is parent of E321. Who is the ancestor 1 of E321? | E13
[addition] 9 + 3 | 12
[addition] 9 + 5 | 14
[addition] 6 + 7 | 13
[copying] RUPMF | RUPMFRUPMF
[sorting] 2 3 5 8 1 | 1 2 3 5 8
[copying] CFFQVP | CFFQVPCFFQVP
[copying] XKMJDU | XKMJDUXKMJDUXKMJDU
[reversing] 3 2 9 9 1 9 9 1 1 8 4 | 4 8 1 1 9 9 1 9 9 2 3
[addition] 0 + 2 | 2
[reversing] 7 9 2 9 6 9 3 7 3 2 7 1 | 1 7 2 3 7 3 9 6 9 2 9 7
[reversing] 3 7 6 | 6 7 3
[reversing] 9 5 3 1 4 6 0 | 0 6 4 1 3 5 9
[addition] 12 + 59 | 71
[relations] E308 is parent of E542. E542 is parent of E743. Who is the ancestor 2 of E743? | E308
[sorting] 1 7 4 7 4 2 6 | 1 2 4 4 6 7 7
[addition] 0 + 87 | 87
[addition] 226 + 3 | 229
[reversing] 4 8 6 2 4 8 4 4 5 0 5 4 | 4 5 0 5 4 4 8 4 2 6 8 4
[copying] JFDWUZ | JFDWUZJFDWUZJFDWUZJFDWUZ
[reversing] 0 9 5 | 5 9 0
[sorting] 5 0 4 5 3 4 0 6 | 0 0 3 4 4 5 5 6
[relations] E890 is parent of E308. Who is the ancestor 1 of E308? | E890
[sorting] 6 3 5 4 1 9 8 3 6 9 0 6 | 0 1 3 3 4 5 6 6 6 8 9 9
[reversing] 7 5 0 6 8 8 3 3 0 1 | 1 0 3 3 8 8 6 0 5 7
[addition] 5 + 7 | 12
[sorting] 0 4 0 8 2 | 0 0 2 4 8
[copying] AXCOCF | AXCOCFAXCOCF
[copying] SERS | SERSSERSSERS
[sorting] 0 3 1 6 7 9 5 3 | 0 1 3 3 5 6 7 9
[sorting] 8 8 5 7 5 5 | 5 5 5 7 8 8
[relations] E657 is parent of E925. Who is the ancestor 1 of E925? | E657
[addition] 910 + 6 | 916
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[copying] BAC | BACBACBAC
[sorting] 8 9 1 8 4 0 6 3 | 0 1 3 4 6 8 8 9
[copying] NWR | NWRNWR
[reversing] 8 9 4 0 8 6 5 5 0 1 2 1 | 1 2 1 0 5 5 6 8 0 4 9 8
[reversing] 9 4 3 2 7 1 5 9 0 1 | 1 0 9 5 1 7 2 3 4 9
[reversing] 5 2 9 5 | 5 9 2 5
[sorting] 5 2 1 0 2 4 | 0 1 2 2 4 5
[addition] 8 + 43 | 51
[copying] PW | PWPWPW
[sorting] 7 8 5 4 5 6 7 | 4 5 5 6 7 7 8
[addition] 31 + 54 | 85
[addition] 39 + 9 | 48
[relations] E62 is parent of E770. Who is the ancestor 1 of E770? | E62
[addition] 0 + 388 | 388
[sorting] 8 6 6 5 4 2 8 0 7 | 0 2 4 5 6 6 7 8 8
[relations] E605 is parent of E86. E86 is parent of E743. Who is the ancestor 2 of E743? | E605
[sorting] 4 2 6 9 8 5 8 5 | 2 4 5 5 6 8 8 9
[relations] E973 is parent of E357. E357 is parent of E676. Who is the ancestor 2 of E676? | E973
[copying] OB | OBOBOBOB
[sorting] 4 8 3 4 9 | 3 4 4 8 9
[addition] 72 + 920 | 992
[copying] XTVGJN | XTVGJNXTVGJNXTVGJNXTVGJN
[addition] 16 + 14 | 30
[relations] E355 is parent of E100. E100 is parent of E422. Who is the ancestor 2 of E422? | E355
[relations] E413 is parent of E937. Who is the ancestor 1 of E937? | E413
[reversing] 0 7 2 | 2 7 0
[reversing] 5 6 0 3 4 4 0 6 8 | 8 6 0 4 4 3 0 6 5
[reversing] 9 2 6 6 3 | 3 6 6 2 9
[addition] 62 + 3 | 65
[copying] CST | CSTCSTCSTCST
[relations] E143 is parent of E226. Who is the ancestor 1 of E226? | E143
[copying] GISIR | GISIRGISIRGISIR
[reversing] 0 3 7 4 2 | 2 4 7 3 0
[relations] E63 is parent of E170. E170 is parent of E691. Who is the ancestor 2 of E691? | E63
[copying] ZIQK | ZIQKZIQKZIQKZIQK
[addition] 2 + 9 | 11
[relations] E859 is parent of E751. E751 is parent of E151. Who is the ancestor 2 of E151? | E859
[sorting] 6 4 7 4 2 4 5 6 1 7 8 | 1 2 4 4 4 5 6 6 7 7 8
[addition] 17 + 75 | 92
[reversing] 4 2 7 6 7 2 3 9 7 8 7 9 | 9 7 8 7 9 3 2 7 6 7 2 4
[copying] FZMLLS | FZMLLSFZMLLSFZMLLSFZMLLS
[relations] E580 is parent of E106. Who is the ancestor 1 of E106? | E580
[copying] AMJZ | AMJZAMJZAMJZ
[copying] ID | IDIDIDID
[copying] BAVHI | BAVHIBAVHI
[relations] E351 is parent of E950. E950 is parent of E465. Who is the ancestor 2 of E465? | E351
[sorting] 1 7 0 6 0 4 5 6 0 | 0 0 0 1 4 5 6 6 7
[sorting] 4 1 0 3 2 9 8 5 8 0 9 4 | 0 0 1 2 3 4 4 5 8 8 9 9
[addition] 6 + 57 | 63
[relations] E915 is parent of E367. Who is the ancestor 1 of E367? | E915
[addition] 1 + 9 | 10
[sorting] 3 2 0 4 4 5 1 4 4 8 | 0 1 2 3 4 4 4 4 5 8
[reversing] 6 8 8 9 3 9 4 8 7 9 1 | 1 9 7 8 4 9 3 9 8 8 6
[addition] 85 + 866 | 951
[reversing] 7 4 5 1 9 1 | 1 9 1 5 4 7
[relations] E885 is parent of E155. Who is the ancestor 1 of E155? | E885
[relations] E522 is parent of E382. E382 is parent of E584. Who is the ancestor 2 of E584? | E522
[sorting] 7 3 3 9 8 7 2 0 5 | 0 2 3 3 5 7 7 8 9
[copying] IYV | IYVIYVIYV
[relations] E825 is parent of E24. Who is the ancestor 1 of E24? | E825
[relations] E271 is parent of E429. E429 is parent of E901. Who is the ancestor 2 of E901? | E271
[sorting] 4 2 0 4 2 5 | 0 2 2 4 4 5
[relations] E386 is parent of E568. Who is the ancestor 1 of E568? | E386
[sorting] 4 3 1 9 0 1 6 7 6 4 8 5 | 0 1 1 3 4 4 5 6 6 7 8 9
[addition] 7 + 849 | 856
[copying] ELQEF | ELQEFELQEFELQEFELQEF
[relations] E120 is parent of E355. Who is the ancestor 1 of E355? | E120
[sorting] 9 7 9 5 3 7 7 | 3 5 7 7 7 9 9
[addition] 5 + 4 | 9
[relations] E103 is parent of E215. E215 is parent of E243. Who is the ancestor 2 of E243? | E103
[addition] 2 + 9 | 11
[copying] YGPCQ | YGPCQYGPCQYGPCQ
[copying] FZMLLS | FZMLLSFZMLLSFZMLLSFZMLLS
[relations] E919 is parent of E24. E24 is parent of E543. Who is the ancestor 2 of E543? | E919
[sorting] 9 2 5 7 | 2 5 7 9
[sorting] 0 6 7 9 0 2 | 0 0 2 6 7 9
[sorting] 9 7 2 3 3 1 | 1 2 3 3 7 9
[sorting] 2 7 8 3 5 9 7 8 2 3 | 2 2 3 3 5 7 7 8 8 9
[addition] 8 + 70 | 78
[copying] CYABWH | CYABWHCYABWHCYABWH
[sorting] 7 5 1 7 7 3 8 7 0 3 | 0 1 3 3 5 7 7 7 7 8
[relations] E977 is parent of E868. Who is the ancestor 1 of E868? | E977
[relations] E675 is parent of E299. E299 is parent of E935. Who is the ancestor 2 of E935? | E675
[relations] E248 is parent of E622. E622 is parent of E448. Who is the ancestor 2 of E448? | E248
[relations] E5 is parent of E127. Who is the ancestor 1 of E127? | E5
[reversing] 6 3 6 | 6 3 6
[copying] SW | SWSWSWSW
[reversing] 3 6 0 | 0 6 3
[sorting] 8 6 7 2 4 5 3 2 7 | 2 2 3 4 5 6 7 7 8
[reversing] 1 8 9 | 9 8 1
[reversing] 6 9 3 3 5 0 3 6 9 2 | 2 9 6 3 0 5 3 3 9 6
[reversing] 2 5 2 5 1 3 0 5 6 1 1 | 1 1 6 5 0 3 1 5 2 5 2
[addition] 14 + 901 | 915
[copying] COSQH | COSQHCOSQHCOSQH
[addition] 60 + 92 | 152
[copying] HTOEOF | HTOEOFHTOEOF
[addition] 4 + 1 | 5
[relations] E188 is parent of E937. E937 is parent of E281. Who is the ancestor 2 of E281? | E188
[copying] SERS | SERSSERSSERS
[addition] 7 + 806 | 813
[sorting] 3 8 4 8 | 3 4 8 8
[reversing] 8 6 1 2 0 2 7 7 6 5 | 5 6 7 7 2 0 2 1 6 8
[reversing] 8 6 0 1 1 9 8 2 0 | 0 2 8 9 1 1 0 6 8
[addition] 0 + 32 | 32
[relations] E832 is parent of E579. E579 is parent of E227. Who is the ancestor 2 of E227? | E832
[addition] 596 + 30 | 626
[relations] E810 is parent of E38. E38 is parent of E777. Who is the ancestor 2 of E777? | E810
[copying] YZLKYB | YZLKYBYZLKYB
[sorting] 2 6 7 3 0 4 2 0 8 | 0 0 2 2 3 4 6 7 8
[addition] 26 + 17 | 43
[reversing] 9 8 5 7 5 0 8 | 8 0 5 7 5 8 9
[sorting] 6 5 6 1 9 8 4 | 1 4 5 6 6 8 9
[reversing] 5 5 0 | 0 5 5
[relations] E286 is parent of E284. Who is the ancestor 1 of E284? | E286
[reversing] 1 2 1 | 1 2 1
[sorting] 5 9 5 2 | 2 5 5 9
[sorting] 7 7 9 1 9 5 | 1 5 7 7 9 9
[addition] 8 + 43 | 51
[sorting] 8 5 8 6 7 2 9 4 2 1 3 | 1 2 2 3 4 5 6 7 8 8 9
[reversing] 8 5 8 2 | 2 8 5 8
[addition] 464 + 10 | 474
[relations] E848 is parent of E953. Who is the ancestor 1 of E953? | E848
[reversing] 0 5 6 | 6 5 0
[addition] 42 + 4 | 46
[addition] 2 + 8 | 10
[reversing] 0 0 1 2 4 6 6 3 6 9 | 9 6 3 6 6 4 2 1 0 0
[copying] DROR | DRORDRORDRORDROR
[sorting] 4 9 7 8 | 4 7 8 9
[reversing] 7 3 6 7 | 7 6 3 7
[addition] 66 + 2 | 68
[sorting] 8 6 7 2 6 9 3 0 4 6 3 2 | 0 2 2 3 3 4 6 6 6 7 8 9
[sorting] 6 3 2 0 9 7 5 6 | 0 2 3 5 6 6 7 9
[relations] E346 is parent of E844. Who is the ancestor 1 of E844? | E346
[addition] 885 + 340 | 1225
[relations] E858 is parent of E664. E664 is parent of E187. Who is the ancestor 2 of E187? | E858
[copying] OO | OOOOOO
[relations] E73 is parent of E659. Who is the ancestor 1 of E659? | E73
[relations] E2 is parent of E87. Who is the ancestor 1 of E87? | E2
[relations] E217 is parent of E488. Who is the ancestor 1 of E488? | E217
[relations] E715 is parent of E820. E820 is parent of E205. Who is the ancestor 2 of E205? | E715
[sorting] 7 6 4 3 3 2 6 6 7 5 7 | 2 3 3 4 5 6 6 6 7 7 7
[reversing] 5 6 3 8 6 0 4 0 4 1 9 | 9 1 4 0 4 0 6 8 3 6 5
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[addition] 4 + 9 | 13
[sorting] 0 7 4 1 7 2 1 | 0 1 1 2 4 7 7
[copying] OD | ODOD
[copying] QZV | QZVQZVQZVQZV
[reversing] 0 5 9 | 9 5 0
[relations] E101 is parent of E168. E168 is parent of E583. Who is the ancestor 2 of E583? | E101
[reversing] 4 2 2 2 2 | 2 2 2 2 4
[sorting] 1 9 1 1 5 4 1 4 3 2 | 1 1 1 1 2 3 4 4 5 9
[sorting] 6 0 6 1 1 6 | 0 1 1 6 6 6
[addition] 3 + 2 | 5
[reversing] 0 8 2 | 2 8 0
[addition] 15 + 43 | 58
[reversing] 1 3 2 5 2 | 2 5 2 3 1
[relations] E228 is parent of E568. Who is the ancestor 1 of E568? | E228
[sorting] 9 1 1 3 5 9 0 3 | 0 1 1 3 3 5 9 9
[reversing] 9 0 1 0 7 9 8 3 8 4 9 | 9 4 8 3 8 9 7 0 1 0 9
[sorting] 1 7 7 8 7 7 | 1 7 7 7 7 8
[reversing] 8 6 9 6 5 9 8 9 6 7 3 7 | 7 3 7 6 9 8 9 5 6 9 6 8
[reversing] 7 3 0 | 0 3 7
[addition] 8 + 486 | 494
[addition] 129 + 565 | 694
[reversing] 5 7 8 1 8 8 1 2 7 7 6 | 6 7 7 2 1 8 8 1 8 7 5
[addition] 57 + 613 | 670
[reversing] 1 1 5 8 7 1 8 | 8 1 7 8 5 1 1
[sorting] 3 4 3 3 0 2 4 4 2 0 0 8 | 0 0 0 2 2 3 3 3 4 4 4 8
[addition] 167 + 4 | 171
[reversing] 9 5 3 1 4 6 0 | 0 6 4 1 3 5 9
[addition] 4 + 23 | 27
[copying] TPDI | TPDITPDITPDITPDI
[sorting] 0 3 8 7 | 0 3 7 8
[reversing] 5 2 2 | 2 2 5
[sorting] 2 3 3 3 0 1 | 0 1 2 3 3 3
[relations] E200 is parent of E162. E162 is parent of E791. Who is the ancestor 2 of E791? | E200
[copying] XWXW | XWXWXWXWXWXWXWXW
[relations] E602 is parent of E138. Who is the ancestor 1 of E138? | E602
[reversing] 4 0 7 1 0 6 6 | 6 6 0 1 7 0 4
[reversing] 6 9 2 5 | 5 2 9 6
[addition] 6 + 7 | 13
[reversing] 4 5 8 6 2 5 6 6 1 3 2 | 2 3 1 6 6 5 2 6 8 5 4
[relations] E394 is parent of E925. Who is the ancestor 1 of E925? | E394
[sorting] 4 9 7 9 2 5 4 7 1 5 | 1 2 4 4 5 5 7 7 9 9
[reversing] 5 9 0 4 0 0 9 7 9 3 | 3 9 7 9 0 0 4 0 9 5
[copying] AH | AHAHAHAH
[copying] AQZRTW | AQZRTWAQZRTWAQZRTWAQZRTW
[relations] E423 is parent of E653. E653 is parent of E591. Who is the ancestor 2 of E591? | E423
[reversing] 7 4 4 2 2 5 2 3 3 1 3 9 | 9 3 1 3 3 2 5 2 2 4 4 7
[sorting] 8 7 4 4 | 4 4 7 8
[sorting] 2 6 7 7 | 2 6 7 7
[relations] E213 is parent of E91. E91 is parent of E555. Who is the ancestor 2 of E555? | E213
[reversing] 8 5 2 | 2 5 8
[relations] E535 is parent of E215. Who is the ancestor 1 of E215? | E535
[relations] E736 is parent of E930. E930 is parent of E202. Who is the ancestor 2 of E202? | E736
[reversing] 1 7 0 4 2 7 2 4 1 | 1 4 2 7 2 4 0 7 1
[addition] 65 + 8 | 73
[relations] E719 is parent of E85. E85 is parent of E655. Who is the ancestor 2 of E655? | E719
[relations] E164 is parent of E871. Who is the ancestor 1 of E871? | E164
[copying] DD | DDDDDD
[addition] 596 + 30 | 626
[copying] MZIPAQ | MZIPAQMZIPAQMZIPAQ
[addition] 4 + 71 | 75
[sorting] 7 1 8 3 3 | 1 3 3 7 8
[reversing] 4 7 6 | 6 7 4
[addition] 522 + 36 | 558
[sorting] 9 4 9 6 5 | 4 5 6 9 9
[copying] EUHPCH | EUHPCHEUHPCHEUHPCH
[addition] 42 + 4 | 46
[addition] 5 + 9 | 14
[copying] GYLDO | GYLDOGYLDO
[addition] 4 + 8 | 12
[relations] E117 is parent of E572. E572 is parent of E187. Who is the ancestor 2 of E187? | E117
[copying] NFBRJC | NFBRJCNFBRJCNFBRJCNFBRJC
[sorting] 7 5 2 8 3 9 5 1 7 2 1 | 1 1 2 2 3 5 5 7 7 8 9
[sorting] 2 8 2 4 0 3 6 8 4 0 1 7 | 0 0 1 2 2 3 4 4 6 7 8 8
[copying] KWFKY | KWFKYKWFKYKWFKY
[copying] LZP | LZPLZPLZP
[reversing] 9 0 3 2 5 3 6 | 6 3 5 2 3 0 9
[reversing] 1 7 5 2 9 8 6 9 7 0 | 0 7 9 6 8 9 2 5 7 1
[relations] E73 is parent of E659. Who is the ancestor 1 of E659? | E73
[relations] E999 is parent of E612. E612 is parent of E601. Who is the ancestor 2 of E601? | E999
[addition] 6 + 852 | 858
[sorting] 8 4 0 6 6 | 0 4 6 6 8
[copying] QWPOE | QWPOEQWPOEQWPOEQWPOE
[reversing] 8 2 1 8 5 8 4 0 0 | 0 0 4 8 5 8 1 2 8
[relations] E301 is parent of E924. Who is the ancestor 1 of E924? | E301
[relations] E140 is parent of E491. Who is the ancestor 1 of E491? | E140
[sorting] 7 1 3 4 1 8 0 1 8 3 | 0 1 1 1 3 3 4 7 8 8
[relations] E342 is parent of E315. Who is the ancestor 1 of E315? | E342
[copying] ERZ | ERZERZERZERZ
[sorting] 9 3 9 3 | 3 3 9 9
[addition] 90 + 118 | 208
[copying] ISQ | ISQISQISQ
[relations] E528 is parent of E142. E142 is parent of E798. Who is the ancestor 2 of E798? | E528
[copying] PREGXK | PREGXKPREGXKPREGXK
[copying] LZ | LZLZ
[addition] 5 + 6 | 11
[relations] E810 is parent of E38. E38 is parent of E777. Who is the ancestor 2 of E777? | E810
[reversing] 0 8 9 7 | 7 9 8 0
[relations] E868 is parent of E281. E281 is parent of E778. Who is the ancestor 2 of E778? | E868
[relations] E973 is parent of E434. E434 is parent of E756. Who is the ancestor 2 of E756? | E973
[copying] HG | HGHG
[copying] SFXH | SFXHSFXHSFXH
[relations] E481 is parent of E445. E445 is parent of E949. Who is the ancestor 2 of E949? | E481
[relations] E303 is parent of E537. E537 is parent of E8. Who is the ancestor 2 of E8? | E303
[sorting] 7 1 0 9 | 0 1 7 9
[copying] WYWV | WYWVWYWV
[copying] LZP | LZPLZPLZP
[relations] E775 is parent of E39. Who is the ancestor 1 of E39? | E775
[sorting] 0 5 5 6 9 2 9 9 0 3 5 | 0 0 2 3 5 5 5 6 9 9 9
[reversing] 4 7 0 8 3 5 6 5 7 8 | 8 7 5 6 5 3 8 0 7 4
[relations] E118 is parent of E215. Who is the ancestor 1 of E215? | E118
[relations] E95 is parent of E950. Who is the ancestor 1 of E950? | E95
[copying] DMYH | DMYHDMYH
[reversing] 2 0 8 7 4 8 1 6 | 6 1 8 4 7 8 0 2
[copying] CZ | CZCZCZCZ
[reversing] 1 5 2 8 5 8 5 8 4 3 | 3 4 8 5 8 5 8 2 5 1
[reversing] 2 5 3 1 4 3 3 5 7 2 | 2 7 5 3 3 4 1 3 5 2
[relations] E318 is parent of E665. Who is the ancestor 1 of E665? | E318
[sorting] 9 6 9 5 7 5 7 3 6 | 3 5 5 6 6 7 7 9 9
[copying] CPGQ | CPGQCPGQCPGQ
[relations] E387 is parent of E179. E179 is parent of E519. Who is the ancestor 2 of E519? | E387
[addition] 9 + 9 | 18
[reversing] 2 8 7 6 | 6 7 8 2
[copying] TR | TRTRTRTR
[copying] UZM | UZMUZM
[copying] ON | ONON
[addition] 67 + 1 | 68
[reversing] 5 4 4 5 8 | 8 5 4 4 5
[reversing] 8 5 6 8 4 3 8 6 8 1 9 | 9 1 8 6 8 3 4 8 6 5 8
[copying] BLQLQ | BLQLQBLQLQ
[addition] 3 + 27 | 30
[addition] 2 + 78 | 80
[addition] 14 + 6 | 20
[sorting] 2 6 7 6 8 2 7 4 4 8 0 3 | 0 2 2 3 4 4 6 6 7 7 8 8
[reversing] 6 5 0 2 8 5 0 7 0 1 | 1 0 7 0 5 8 2 0 5 6
[copying] XYDHPL | XYDHPLXYDHPLXYDHPLXYDHPL
[addition] 89 + 5 | 94
[relations] E960 is parent of E421. Who is the ancestor 1 of E421? | E960
[relations] E62 is parent of E770. Who is the ancestor 1 of E770? | E62
[copying] MW | MWMWMW
[copying] MBCZT | MBCZTMBCZTMBCZTMBCZT
[reversing] 9 6 9 4 6 5 6 | 6 5 6 4 9 6 9
[copying] PO | POPO
[reversing] 0 7 4 | 4 7 0
[addition] 463 + 529 | 992
[relations] E438 is parent of E744. E744 is parent of E212. Who is the ancestor 2 of E212? | E438
[sorting] 4 6 1 5 5 4 8 | 1 4 4 5 5 6 8
[relations] E634 is parent of E492. Who is the ancestor 1 of E492? | E634
[relations] E251 is parent of E236. E236 is parent of E56. Who is the ancestor 2 of E56? | E251
[relations] E745 is parent of E193. Who is the ancestor 1 of E193? | E745
[addition] 752 + 7 | 759
[addition] 5 + 742 | 747
[sorting] 3 2 6 6 5 6 | 2 3 5 6 6 6
[copying] PW | PWPWPW
[reversing] 5 3 7 0 0 | 0 0 7 3 5
[reversing] 1 8 3 0 2 9 9 9 9 | 9 9 9 9 2 0 3 8 1
[relations] E394 is parent of E925. Who is the ancestor 1 of E925? | E394
[reversing] 8 0 7 | 7 0 8
[copying] QRCI | QRCIQRCI
[sorting] 5 1 8 0 | 0 1 5 8
[reversing] 3 4 3 | 3 4 3
[relations] E349 is parent of E120. E120 is parent of E36. Who is the ancestor 2 of E36? | E349
[reversing] 5 7 5 1 5 | 5 1 5 7 5
[sorting] 4 4 2 0 2 6 0 0 7 8 3 9 | 0 0 0 2 2 3 4 4 6 7 8 9
[relations] E847 is parent of E879. Who is the ancestor 1 of E879? | E847
[addition] 80 + 692 | 772
[sorting] 0 3 7 9 1 8 8 5 6 | 0 1 3 5 6 7 8 8 9
[sorting] 5 9 1 3 | 1 3 5 9
[copying] OP | OPOPOP
[addition] 6 + 1 | 7
[copying] CC | CCCC
[reversing] 2 3 6 1 9 1 8 4 | 4 8 1 9 1 6 3 2
[relations] E761 is parent of E423. Who is the ancestor 1 of E423? | E761
[addition] 72 + 5 | 77
[relations] E523 is parent of E221. Who is the ancestor 1 of E221? | E523
[relations] E149 is parent of E30. E30 is parent of E911. Who is the ancestor 2 of E911? | E149
[reversing] 0 4 7 9 5 6 | 6 5 9 7 4 0
[reversing] 8 4 2 6 2 5 2 | 2 5 2 6 2 4 8
[reversing] 0 8 9 7 | 7 9 8 0
[relations] E972 is parent of E337. Who is the ancestor 1 of E337? | E972
[reversing] 6 2 4 3 9 2 | 2 9 3 4 2 6
[copying] TGBULM | TGBULMTGBULM
[relations] E796 is parent of E993. E993 is parent of E76. Who is the ancestor 2 of E76? | E796
[addition] 1 + 2 | 3
[relations] E370 is parent of E303. Who is the ancestor 1 of E303? | E370
[sorting] 6 0 9 0 1 5 | 0 0 1 5 6 9
[copying] RVNU | RVNURVNURVNU
[relations] E290 is parent of E753. E753 is parent of E329. Who is the ancestor 2 of E329? | E290
[addition] 30 + 63 | 93
[reversing] 4 5 0 | 0 5 4
[relations] E588 is parent of E610. Who is the ancestor 1 of E610? | E588
[relations] E890 is parent of E308. Who is the ancestor 1 of E308? | E890
[sorting] 3 7 9 7 3 3 4 | 3 3 3 4 7 7 9
[sorting] 1 9 2 8 7 | 1 2 7 8 9
[reversing] 5 1 2 2 | 2 2 1 5
[copying] YJL | YJLYJL
[addition] 5 + 6 | 11
[relations] E251 is parent of E236. E236 is parent of E56. Who is the ancestor 2 of E56? | E251
[sorting] 7 0 9 7 6 0 0 8 6 7 1 | 0 0 0 1 6 6 7 7 7 8 9
[relations] E882 is parent of E91. Who is the ancestor 1 of E91? | E882
[sorting] 3 0 6 1 1 1 5 2 0 6 9 6 | 0 0 1 1 1 2 3 5 6 6 6 9
[relations] E35 is parent of E255. Who is the ancestor 1 of E255? | E35
[addition] 39 + 440 | 479
[copying] VF | VFVFVF
[sorting] 3 4 4 9 7 9 8 5 9 4 2 | 2 3 4 4 4 5 7 8 9 9 9
[reversing] 5 5 9 2 9 4 0 7 6 5 7 | 7 5 6 7 0 4 9 2 9 5 5
[sorting] 4 6 8 2 2 8 3 0 | 0 2 2 3 4 6 8 8
[sorting] 7 3 0 7 8 6 6 2 | 0 2 3 6 6 7 7 8
[relations] E476 is parent of E929. Who is the ancestor 1 of E929? | E476
[reversing] 4 2 7 6 7 2 3 9 7 8 7 9 | 9 7 8 7 9 3 2 7 6 7 2 4
[relations] E65 is parent of E237. E237 is parent of E667. Who is the ancestor 2 of E667? | E65
[sorting] 0 3 5 7 2 | 0 2 3 5 7
[addition] 826 + 265 | 1091
[reversing] 1 8 3 | 3 8 1
[reversing] 0 7 2 1 3 4 4 3 9 8 | 8 9 3 4 4 3 1 2 7 0
[sorting] 9 4 9 6 5 | 4 5 6 9 9
[relations] E251 is parent of E236. E236 is parent of E56. Who is the ancestor 2 of E56? | E251
[reversing] 8 4 8 | 8 4 8
[sorting] 0 2 3 9 | 0 2 3 9
[relations] E442 is parent of E187. E187 is parent of E24. Who is the ancestor 2 of E24? | E442
[sorting] 9 5 5 8 7 9 8 4 | 4 5 5 7 8 8 9 9
[addition] 427 + 64 | 491
[sorting] 7 3 4 7 3 6 5 8 4 1 3 | 1 3 3 3 4 4 5 6 7 7 8
[sorting] 0 9 9 7 8 0 | 0 0 7 8 9 9
[relations] E621 is parent of E771. E771 is parent of E652. Who is the ancestor 2 of E652? | E621
[sorting] 9 1 2 4 | 1 2 4 9
[reversing] 5 6 0 8 3 0 2 1 0 7 2 | 2 7 0 1 2 0 3 8 0 6 5
[addition] 8 + 486 | 494
[reversing] 3 0 2 6 6 5 9 4 8 1 2 4 | 4 2 1 8 4 9 5 6 6 2 0 3
[relations] E527 is parent of E143. Who is the ancestor 1 of E143? | E527
[relations] E382 is parent of E812. E812 is parent of E785. Who is the ancestor 2 of E785? | E382
[relations] E452 is parent of E611. Who is the ancestor 1 of E611? | E452
[reversing] 2 6 2 9 6 4 5 5 0 | 0 5 5 4 6 9 2 6 2
[addition] 439 + 1 | 440
[addition] 7 + 806 | 813
[relations] E117 is parent of E572. E572 is parent of E187. Who is the ancestor 2 of E187? | E117
[sorting] 7 9 6 3 2 3 5 4 3 | 2 3 3 3 4 5 6 7 9
[sorting] 5 0 6 2 2 2 6 9 9 | 0 2 2 2 5 6 6 9 9
[relations] E919 is parent of E204. Who is the ancestor 1 of E204? | E919
[copying] AKL | AKLAKLAKL
[copying] LGMFC | LGMFCLGMFCLGMFC
[reversing] 0 9 4 1 5 | 5 1 4 9 0
[sorting] 3 2 6 6 5 6 | 2 3 5 6 6 6
[copying] DHKKY | DHKKYDHKKY
[copying] ODTVNS | ODTVNSODTVNSODTVNSODTVNS
[sorting] 3 6 4 3 0 0 4 2 6 1 8 | 0 0 1 2 3 3 4 4 6 6 8
[addition] 486 + 742 | 1228
[copying] LZP | LZPLZPLZP
[copying] MO | MOMOMOMO
[addition] 0 + 551 | 551
[copying] LNXWUH | LNXWUHLNXWUH
[sorting] 1 1 0 2 4 5 6 5 0 8 8 | 0 0 1 1 2 4 5 5 6 8 8
[copying] XGM | XGMXGM
[reversing] 0 5 8 0 9 4 | 4 9 0 8 5 0
[sorting] 5 8 6 2 0 1 | 0 1 2 5 6 8
[copying] FO | FOFOFOFO
[addition] 0 + 8 | 8
[sorting] 8 1 2 3 | 1 2 3 8
[relations] E639 is parent of E75. E75 is parent of E717. Who is the ancestor 2 of E717? | E639
[sorting] 4 4 5 1 7 9 | 1 4 4 5 7 9
[sorting] 9 1 1 9 5 2 8 3 5 3 | 1 1 2 3 3 5 5 8 9 9
