[addition] 22468 + 38614 | 61082
[reversing] 9 3 1 8 4 8 | 8 4 8 1 3 9
[addition] 7 + 72 | 79
[sorting] 0 3 5 8 8 7 7 | 0 3 5 7 7 8 8
[addition] 9 + 88 | 97
[copying] DHKKY | DHKKYDHKKY
[copying] QB | QBQB
[reversing] 8 1 1 7 5 4 0 2 | 2 0 4 5 7 1 1 8
[relations] E201 is parent of E917. Who is the ancestor 1 of E917? | E201
[addition] 0 + 7 | 7
[addition] 81 + 5 | 86
[copying] LERR | LERRLERRLERRLERR
[reversing] 6 1 5 9 2 9 6 5 | 5 6 9 2 9 5 1 6
[reversing] 7 7 6 1 4 4 9 2 | 2 9 4 4 1 6 7 7
[relations] E893 is parent of E535. Who is the ancestor 1 of E535? | E893
[sorting] 5 1 8 9 4 8 4 0 5 | 0 1 4 4 5 5 8 8 9
[reversing] 5 1 7 2 9 | 9 2 7 1 5
[copying] QDNH | QDNHQDNH
[reversing] 9 4 5 5 4 | 4 5 5 4 9
[sorting] 9 4 3 1 0 | 0 1 3 4 9
[copying] NSGLPD | NSGLPDNSGLPDNSGLPDNSGLPD
[reversing] 9 1 4 9 0 2 7 0 0 | 0 0 7 2 0 9 4 1 9
[sorting] 6 5 4 6 2 2 | 2 2 4 5 6 6
[addition] 73535 + 122 | 73657
[reversing] 4 1 8 0 | 0 8 1 4
[relations] E452 is parent of E794. E794 is parent of E333. Who is the ancestor 2 of E333? | E452
[copying] NICW | NICWNICWNICW
[reversing] 6 9 4 6 8 | 8 6 4 9 6
[sorting] 1 7 9 9 0 4 4 4 4 1 | 0 1 1 4 4 4 4 7 9 9
[copying] JGICOJ | JGICOJJGICOJJGICOJJGICOJ
[addition] 1 + 624 | 625
[reversing] 4 6 3 8 6 8 5 0 3 5 | 5 3 0 5 8 6 8 3 6 4
[reversing] 0 7 0 2 8 8 | 8 8 2 0 7 0
[sorting] 5 4 6 4 | 4 4 5 6
[relations] E857 is parent of E26. Who is the ancestor 1 of E26? | E857
[relations] E502 is parent of E339. E339 is parent of E696. Who is the ancestor 2 of E696? | E502
[relations] E64 is parent of E93. Who is the ancestor 1 of E93? | E64
[reversing] 4 3 4 9 4 7 0 4 | 4 0 7 4 9 4 3 4
[copying] YJL | YJLYJL
[addition] 682 + 64 | 746
[addition] 736 + 72 | 808
[addition] 7 + 176 | 183
[relations] E933 is parent of E616. Who is the ancestor 1 of E616? | E933
[reversing] 5 3 6 8 3 1 8 7 1 | 1 7 8 1 3 8 6 3 5
[addition] 840 + 3502 | 4342
[sorting] 4 4 9 7 9 6 | 4 4 6 7 9 9
[relations] E450 is parent of E998. E998 is parent of E789. Who is the ancestor 2 of E789? | E450
[copying] CAR | CARCARCAR
[reversing] 2 0 2 9 8 9 7 2 5 | 5 2 7 9 8 9 2 0 2
[relations] E327 is parent of E976. Who is the ancestor 1 of E976? | E327
[relations] E417 is parent of E68. E68 is parent of E145. Who is the ancestor 2 of E145? | E417
[sorting] 1 5 9 6 6 6 3 | 1 3 5 6 6 6 9
[relations] E956 is parent of E774. E774 is parent of E408. Who is the ancestor 2 of E408? | E956
[reversing] 7 3 5 8 | 8 5 3 7
[relations] E179 is parent of E271. E271 is parent of E928. Who is the ancestor 2 of E928? | E179
[sorting] 4 1 3 8 9 2 5 | 1 2 3 4 5 8 9
[sorting] 7 1 1 0 2 3 | 0 1 1 2 3 7
[reversing] 8 2 9 8 7 2 | 2 7 8 9 2 8
[copying] VW | VWVW
[relations] E315 is parent of E409. Who is the ancestor 1 of E409? | E315
[copying] DAMFU | DAMFUDAMFUDAMFU
[sorting] 3 7 1 7 8 6 5 2 6 3 1 0 | 0 1 1 2 3 3 5 6 6 7 7 8
[sorting] 7 2 0 0 2 | 0 0 2 2 7
[reversing] 7 6 7 8 | 8 7 6 7
[reversing] 6 8 1 8 9 7 1 2 7 5 0 | 0 5 7 2 1 7 9 8 1 8 6
[sorting] 6 6 3 8 | 3 6 6 8
[copying] QVLL | QVLLQVLL
[relations] E158 is parent of E593. Who is the ancestor 1 of E593? | E158
[sorting] 2 0 1 1 7 2 8 6 | 0 1 1 2 2 6 7 8
[addition] 862 + 283 | 1145
[copying] OTSGDB | OTSGDBOTSGDB
[sorting] 0 3 1 6 7 9 5 3 | 0 1 3 3 5 6 7 9
[relations] E939 is parent of E383. Who is the ancestor 1 of E383? | E939
[reversing] 9 0 9 4 9 0 | 0 9 4 9 0 9
[addition] 6 + 417 | 423
[relations] E633 is parent of E688. Who is the ancestor 1 of E688? | E633
[copying] WGS | WGSWGS
[addition] 9 + 127 | 136
[relations] E894 is parent of E640. Who is the ancestor 1 of E640? | E894
[relations] E939 is parent of E587. Who is the ancestor 1 of E587? | E939
[reversing] 3 4 1 4 4 6 0 9 9 8 8 | 8 8 9 9 0 6 4 4 1 4 3
[relations] E200 is parent of E162. E162 is parent of E791. Who is the ancestor 2 of E791? | E200
[addition] 91 + 36 | 127
[reversing] 1 5 6 6 8 5 8 8 | 8 8 5 8 6 6 5 1
[sorting] 1 7 2 4 | 1 2 4 7
[copying] XB | XBXBXB
[reversing] 4 5 7 3 2 4 | 4 2 3 7 5 4
[addition] 503 + 21 | 524
[addition] 194 + 61 | 255
[reversing] 3 7 6 | 6 7 3
[addition] 9 + 48 | 57
[reversing] 1 2 9 3 4 2 | 2 4 3 9 2 1
[addition] 84359 + 836 | 85195
[copying] VTG | VTGVTG
[relations] E732 is parent of E265. Who is the ancestor 1 of E265? | E732
[relations] E385 is parent of E710. E710 is parent of E861. Who is the ancestor 2 of E861? | E385
[relations] E730 is parent of E387. E387 is parent of E467. Who is the ancestor 2 of E467? | E730
[copying] QTGFV | QTGFVQTGFV
[addition] 57746 + 276 | 58022
[reversing] 0 2 5 2 7 8 | 8 7 2 5 2 0
[relations] E558 is parent of E214. Who is the ancestor 1 of E214? | E558
[addition] 630 + 26 | 656
[sorting] 8 7 0 7 5 8 6 5 8 6 4 | 0 4 5 5 6 6 7 7 8 8 8
[addition] 635 + 367 | 1002
[reversing] 0 9 4 4 2 4 3 | 3 4 2 4 4 9 0
[sorting] 2 9 5 1 5 | 1 2 5 5 9
[copying] BVFV | BVFVBVFVBVFVBVFV
[reversing] 8 3 9 8 5 | 5 8 9 3 8
[sorting] 1 2 8 5 8 2 3 8 6 9 2 | 1 2 2 2 3 5 6 8 8 8 9
[copying] IYV | IYVIYVIYVIYV
[relations] E768 is parent of E325. E325 is parent of E103. Who is the ancestor 2 of E103? | E768
[sorting] 4 3 4 6 | 3 4 4 6
[addition] 190 + 675 | 865
[reversing] 3 2 1 1 0 8 7 6 0 8 3 8 | 8 3 8 0 6 7 8 0 1 1 2 3
[sorting] 0 0 5 7 3 3 7 5 | 0 0 3 3 5 5 7 7
[sorting] 1 6 1 2 2 5 0 3 3 6 3 6 | 0 1 1 2 2 3 3 3 5 6 6 6
[relations] E479 is parent of E203. Who is the ancestor 1 of E203? | E479
[addition] 94 + 892 | 986
[reversing] 3 1 2 3 4 2 6 6 3 6 9 6 | 6 9 6 3 6 6 2 4 3 2 1 3
[copying] MA | MAMAMA
[copying] AHKBWS | AHKBWSAHKBWSAHKBWS
[reversing] 1 2 0 6 8 8 1 2 3 6 4 1 | 1 4 6 3 2 1 8 8 6 0 2 1
[reversing] 6 1 3 8 1 3 5 1 9 | 9 1 5 3 1 8 3 1 6
[copying] HEFDAL | HEFDALHEFDAL
[reversing] 5 1 7 7 4 5 5 7 | 7 5 5 4 7 7 1 5
[reversing] 4 1 9 8 0 7 1 3 3 5 0 | 0 5 3 3 1 7 0 8 9 1 4
[sorting] 5 7 8 9 2 0 0 | 0 0 2 5 7 8 9
[addition] 317 + 627 | 944
[reversing] 5 1 4 8 4 4 4 9 2 | 2 9 4 4 4 8 4 1 5
[relations] E483 is parent of E138. E138 is parent of E347. Who is the ancestor 2 of E347? | E483
[reversing] 5 5 2 4 2 3 3 2 7 | 7 2 3 3 2 4 2 5 5
[copying] CXJMZ | CXJMZCXJMZ
[addition] 1 + 174 | 175
[addition] 7 + 123 | 130
[relations] E240 is parent of E626. Who is the ancestor 1 of E626? | E240
[sorting] 1 9 5 5 0 2 6 0 | 0 0 1 2 5 5 6 9
[sorting] 0 3 3 5 9 7 3 3 | 0 3 3 3 3 5 7 9
[addition] 631 + 6 | 637
[addition] 31 + 8 | 39
[copying] FUMI | FUMIFUMIFUMI
[relations] E358 is parent of E836. Who is the ancestor 1 of E836? | E358
[addition] 8 + 240 | 248
[relations] E523 is parent of E637. Who is the ancestor 1 of E637? | E523
[reversing] 4 0 1 8 2 1 | 1 2 8 1 0 4
[relations] E245 is parent of E85. Who is the ancestor 1 of E85? | E245
[sorting] 2 4 5 5 6 0 | 0 2 4 5 5 6
[copying] OJHQGR | OJHQGROJHQGR
[reversing] 1 5 2 7 9 | 9 7 2 5 1
[addition] 64 + 15 | 79
[addition] 51 + 1 | 52
[relations] E561 is parent of E563. E563 is parent of E210. Who is the ancestor 2 of E210? | E561
[relations] E19 is parent of E412. E412 is parent of E241. Who is the ancestor 2 of E241? | E19
[sorting] 5 0 4 5 3 4 0 6 | 0 0 3 4 4 5 5 6
[copying] PNT | PNTPNTPNTPNT
[addition] 53 + 22 | 75
[relations] E735 is parent of E865. E865 is parent of E534. Who is the ancestor 2 of E534? | E735
[reversing] 1 2 8 5 9 | 9 5 8 2 1
[addition] 125 + 45 | 170
[reversing] 0 5 3 1 1 0 3 5 5 7 7 | 7 7 5 5 3 0 1 1 3 5 0
[relations] E266 is parent of E435. E435 is parent of E58. Who is the ancestor 2 of E58? | E266
[addition] 81 + 40 | 121
[copying] IJB | IJBIJB
[relations] E657 is parent of E782. Who is the ancestor 1 of E782? | E657
[sorting] 3 6 6 8 2 0 0 2 | 0 0 2 2 3 6 6 8
[copying] JGSC | JGSCJGSC
[addition] 61286 + 2914 | 64200
[copying] RLULOI | RLULOIRLULOIRLULOIRLULOI
[relations] E476 is parent of E929. Who is the ancestor 1 of E929? | E476
[reversing] 2 1 5 7 8 1 3 6 4 4 | 4 4 6 3 1 8 7 5 1 2
[relations] E771 is parent of E32. E32 is parent of E502. Who is the ancestor 2 of E502? | E771
[sorting] 0 1 1 6 3 1 6 | 0 1 1 1 3 6 6
[addition] 7 + 444 | 451
[copying] RJBTOE | RJBTOERJBTOERJBTOE
[copying] HACYLQ | HACYLQHACYLQHACYLQ
[reversing] 3 7 4 0 4 0 | 0 4 0 4 7 3
[reversing] 5 1 0 4 2 9 | 9 2 4 0 1 5
[sorting] 2 3 4 6 6 6 3 8 6 | 2 3 3 4 6 6 6 6 8
[sorting] 4 5 2 2 6 4 2 6 7 6 3 | 2 2 2 3 4 4 5 6 6 6 7
[addition] 8 + 535 | 543
[addition] 80 + 3 | 83
[relations] E307 is parent of E954. E954 is parent of E312. Who is the ancestor 2 of E312? | E307
[sorting] 5 7 8 9 4 4 7 | 4 4 5 7 7 8 9
[addition] 40 + 990 | 1030
[copying] FWH | FWHFWHFWH
[reversing] 1 0 1 5 2 0 2 7 | 7 2 0 2 5 1 0 1
[addition] 78 + 0 | 78
[relations] E523 is parent of E522. Who is the ancestor 1 of E522? | E523
[copying] QFE | QFEQFEQFEQFE
[reversing] 0 9 8 | 8 9 0
[copying] DTWE | DTWEDTWEDTWE
[addition] 56 + 4 | 60
[addition] 428 + 493 | 921
[sorting] 8 1 2 3 5 7 8 | 1 2 3 5 7 8 8
[sorting] 0 0 2 0 | 0 0 0 2
[relations] E805 is parent of E627. E627 is parent of E566. Who is the ancestor 2 of E566? | E805
[addition] 62 + 70 | 132
[copying] IJGYI | IJGYIIJGYIIJGYIIJGYI
[reversing] 8 1 6 6 0 | 0 6 6 1 8
[sorting] 9 7 5 1 4 1 | 1 1 4 5 7 9
[sorting] 1 3 0 1 0 0 8 5 7 3 0 8 | 0 0 0 0 1 1 3 3 5 7 8 8
[addition] 1 + 1 | 2
[reversing] 5 0 2 3 0 1 0 4 8 0 1 | 1 0 8 4 0 1 0 3 2 0 5
[relations] E990 is parent of E241. Who is the ancestor 1 of E241? | E990
[sorting] 1 0 3 3 0 2 6 6 9 6 3 7 | 0 0 1 2 3 3 3 6 6 6 7 9
[relations] E184 is parent of E370. E370 is parent of E677. Who is the ancestor 2 of E677? | E184
[copying] QZBRYQ | QZBRYQQZBRYQQZBRYQQZBRYQ
[copying] BRUYV | BRUYVBRUYVBRUYV
[relations] E404 is parent of E129. Who is the ancestor 1 of E129? | E404
[addition] 0 + 5 | 5
[sorting] 7 9 0 3 9 | 0 3 7 9 9
[sorting] 8 8 5 3 8 8 1 3 2 6 4 | 1 2 3 3 4 5 6 8 8 8 8
[relations] E361 is parent of E576. Who is the ancestor 1 of E576? | E361
[copying] SKXRMW | SKXRMWSKXRMW
[copying] NM | NMNM
[relations] E395 is parent of E305. E305 is parent of E881. Who is the ancestor 2 of E881? | E395
[reversing] 7 8 8 6 | 6 8 8 7
[copying] IV | IVIVIV
[relations] E757 is parent of E3. E3 is parent of E38. Who is the ancestor 2 of E38? | E757
[sorting] 8 0 7 1 3 4 4 7 | 0 1 3 4 4 7 7 8
[reversing] 7 7 5 1 7 2 5 6 5 0 9 | 9 0 5 6 5 2 7 1 5 7 7
[reversing] 7 8 2 6 6 | 6 6 2 8 7
[reversing] 5 8 2 | 2 8 5
[reversing] 9 9 2 9 3 8 4 | 4 8 3 9 2 9 9
[copying] VAB | VABVABVABVAB
[addition] 26 + 7 | 33
[sorting] 0 7 2 6 4 3 3 | 0 2 3 3 4 6 7
[copying] JW | JWJWJW
[copying] YO | YOYO
[copying] HWFZ | HWFZHWFZHWFZHWFZ
[copying] ZYZ | ZYZZYZZYZ
[sorting] 8 6 6 1 0 4 4 8 1 2 | 0 1 1 2 4 4 6 6 8 8
[relations] E182 is parent of E916. E916 is parent of E418. Who is the ancestor 2 of E418? | E182
[copying] NRDU | NRDUNRDUNRDU
[sorting] 2 7 0 5 5 5 9 | 0 2 5 5 5 7 9
[copying] PXV | PXVPXVPXV
[addition] 8 + 618 | 626
[relations] E757 is parent of E151. Who is the ancestor 1 of E151? | E757
[addition] 715 + 84 | 799
[addition] 6 + 60 | 66
[sorting] 2 8 7 8 9 0 | 0 2 7 8 8 9
[sorting] 3 1 1 1 2 5 4 9 6 0 0 | 0 0 1 1 1 2 3 4 5 6 9
[sorting] 5 0 6 2 2 8 1 1 | 0 1 1 2 2 5 6 8
[reversing] 4 6 8 6 4 3 5 3 | 3 5 3 4 6 8 6 4
[sorting] 6 0 0 0 0 2 2 | 0 0 0 0 2 2 6
[reversing] 0 2 5 5 2 9 4 1 4 | 4 1 4 9 2 5 5 2 0
[relations] E316 is parent of E486. E486 is parent of E411. Who is the ancestor 2 of E411? | E316
[sorting] 8 9 4 1 8 3 5 3 6 6 3 | 1 3 3 3 4 5 6 6 8 8 9
[copying] MFUMWL | MFUMWLMFUMWLMFUMWLMFUMWL
[addition] 642 + 7 | 649
[reversing] 6 7 8 7 3 5 9 0 1 | 1 0 9 5 3 7 8 7 6
[relations] E6 is parent of E852. Who is the ancestor 1 of E852? | E6
[addition] 890 + 5 | 895
[relations] E23 is parent of E909. E909 is parent of E404. Who is the ancestor 2 of E404? | E23
[copying] PRVYK | PRVYKPRVYKPRVYKPRVYK
[reversing] 7 7 8 0 0 3 3 8 6 7 | 7 6 8 3 3 0 0 8 7 7
[copying] PMLGPC | PMLGPCPMLGPCPMLGPCPMLGPC
[copying] WZPW | WZPWWZPWWZPW
[copying] LRBTEX | LRBTEXLRBTEX
[reversing] 5 8 7 8 1 9 5 9 9 9 1 8 | 8 1 9 9 9 5 9 1 8 7 8 5
[sorting] 7 4 5 6 1 8 | 1 4 5 6 7 8
[copying] JDWYY | JDWYYJDWYYJDWYYJDWYY
[addition] 12 + 6 | 18
[sorting] 1 2 4 3 7 3 8 5 3 7 1 | 1 1 2 3 3 3 4 5 7 7 8
[copying] DVSUDX | DVSUDXDVSUDXDVSUDXDVSUDX
[relations] E584 is parent of E290. Who is the ancestor 1 of E290? | E584
[addition] 1 + 723 | 724
[relations] E775 is parent of E80. E80 is parent of E24. Who is the ancestor 2 of E24? | E775
[addition] 677 + 775 | 1452
[relations] E371 is parent of E796. E796 is parent of E932. Who is the ancestor 2 of E932? | E371
[copying] JWBZ | JWBZJWBZJWBZ
[reversing] 9 4 0 1 0 1 9 0 | 0 9 1 0 1 0 4 9
[addition] 455 + 1 | 456
[relations] E103 is parent of E215. E215 is parent of E243. Who is the ancestor 2 of E243? | E103
[copying] OHBR | OHBROHBROHBR
[sorting] 6 7 4 7 3 2 | 2 3 4 6 7 7
[reversing] 9 9 7 4 0 8 4 0 8 1 8 | 8 1 8 0 4 8 0 4 7 9 9
[reversing] 0 1 5 8 5 4 1 9 2 1 2 | 2 1 2 9 1 4 5 8 5 1 0
[relations] E530 is parent of E842. Who is the ancestor 1 of E842? | E530
[relations] E594 is parent of E401. E401 is parent of E83. Who is the ancestor 2 of E83? | E594
[addition] 4 + 71 | 75
[sorting] 4 6 7 1 9 2 2 3 2 1 5 | 1 1 2 2 2 3 4 5 6 7 9
[relations] E972 is parent of E212. Who is the ancestor 1 of E212? | E972
[relations] E95 is parent of E280. Who is the ancestor 1 of E280? | E95
[sorting] 8 8 5 0 0 1 | 0 0 1 5 8 8
[copying] HF | HFHFHFHF
[addition] 0 + 97 | 97
[addition] 6 + 847 | 853
[sorting] 9 2 2 7 | 2 2 7 9
[reversing] 4 3 6 7 1 2 5 3 | 3 5 2 1 7 6 3 4
[copying] ADA | ADAADAADAADA
[reversing] 9 9 5 8 8 5 3 | 3 5 8 8 5 9 9
[relations] E459 is parent of E944. E944 is parent of E936. Who is the ancestor 2 of E936? | E459
[relations] E907 is parent of E403. E403 is parent of E525. Who is the ancestor 2 of E525? | E907
[sorting] 5 3 4 0 6 1 | 0 1 3 4 5 6
[reversing] 2 8 9 7 0 8 2 | 2 8 0 7 9 8 2
[copying] YXS | YXSYXSYXSYXS
[reversing] 9 5 2 8 | 8 2 5 9
[reversing] 0 2 9 0 3 1 | 1 3 0 9 2 0
[relations] E978 is parent of E106. E106 is parent of E142. Who is the ancestor 2 of E142? | E978
[reversing] 8 5 2 9 9 1 5 | 5 1 9 9 2 5 8
[reversing] 3 1 6 6 0 6 0 2 3 3 1 2 | 2 1 3 3 2 0 6 0 6 6 1 3
[sorting] 3 2 7 4 3 9 6 | 2 3 3 4 6 7 9
[copying] RQIU | RQIURQIURQIURQIU
[sorting] 8 7 1 1 0 5 2 | 0 1 1 2 5 7 8
[copying] DJDI | DJDIDJDIDJDIDJDI
[sorting] 8 5 6 1 7 5 | 1 5 5 6 7 8
[addition] 990 + 20 | 1010
[addition] 309 + 5 | 314
[relations] E347 is parent of E257. Who is the ancestor 1 of E257? | E347
[addition] 83 + 5 | 88
[sorting] 2 8 2 4 0 3 6 8 4 0 1 7 | 0 0 1 2 2 3 4 4 6 7 8 8
[sorting] 2 1 0 1 | 0 1 1 2
[copying] YCAU | YCAUYCAUYCAUYCAU
[addition] 285 + 33 | 318
[relations] E999 is parent of E65. Who is the ancestor 1 of E65? | E999
[sorting] 2 6 4 9 | 2 4 6 9
[copying] UDK | UDKUDKUDK
[relations] E296 is parent of E267. E267 is parent of E315. Who is the ancestor 2 of E315? | E296
[addition] 99 + 432 | 531
[addition] 549 + 9 | 558
[relations] E407 is parent of E706. E706 is parent of E967. Who is the ancestor 2 of E967? | E407
[addition] 1 + 372 | 373
[sorting] 9 9 0 2 9 6 1 7 5 | 0 1 2 5 6 7 9 9 9
[sorting] 8 1 5 5 7 2 0 | 0 1 2 5 5 7 8
[copying] ZTEP | ZTEPZTEPZTEP
[copying] DCLYQH | DCLYQHDCLYQH
[reversing] 0 2 3 8 1 6 5 | 5 6 1 8 3 2 0
[reversing] 2 9 8 7 4 3 | 3 4 7 8 9 2
[addition] 72 + 3 | 75
[addition] 3 + 9 | 12
[copying] DIY | DIYDIY
[relations] E148 is parent of E573. E573 is parent of E95. Who is the ancestor 2 of E95? | E148
[copying] BS | BSBSBSBS
[copying] TIP | TIPTIPTIP
[copying] ZXF | ZXFZXFZXFZXF
[reversing] 7 3 3 4 7 1 8 1 8 | 8 1 8 1 7 4 3 3 7
[copying] LY | LYLYLYLY
[reversing] 3 5 1 2 | 2 1 5 3
[copying] UZGQXP | UZGQXPUZGQXPUZGQXP
[reversing] 6 3 7 5 | 5 7 3 6
[addition] 35 + 55 | 90
[copying] AENUW | AENUWAENUWAENUWAENUW
[sorting] 0 3 8 9 | 0 3 8 9
[sorting] 3 9 6 1 0 6 0 2 9 9 8 | 0 0 1 2 3 6 6 8 9 9 9
[sorting] 4 9 6 6 2 2 8 7 | 2 2 4 6 6 7 8 9
[copying] MPZ | MPZMPZMPZ
[addition] 89 + 5 | 94
[copying] XKMJDU | XKMJDUXKMJDUXKMJDU
[reversing] 9 6 5 7 6 5 1 7 0 3 5 | 5 3 0 7 1 5 6 7 5 6 9
[copying] XWXW | XWXWXWXWXWXWXWXW
[reversing] 0 3 1 6 2 3 8 7 8 | 8 7 8 3 2 6 1 3 0
[reversing] 4 6 8 7 6 7 0 7 8 8 8 6 | 6 8 8 8 7 0 7 6 7 8 6 4
[copying] SNMP | SNMPSNMP
[copying] PH | PHPHPHPH
[addition] 63 + 79 | 142
[sorting] 9 5 3 2 0 6 4 8 3 2 | 0 2 2 3 3 4 5 6 8 9
[copying] MLD | MLDMLD
[copying] SXH | SXHSXHSXHSXH
[reversing] 2 6 4 1 7 2 4 1 2 1 1 | 1 1 2 1 4 2 7 1 4 6 2
[sorting] 6 6 5 2 0 8 8 3 2 5 | 0 2 2 3 5 5 6 6 8 8
[relations] E168 is parent of E393. E393 is parent of E409. Who is the ancestor 2 of E409? | E168
[reversing] 7 7 9 6 5 3 3 4 1 | 1 4 3 3 5 6 9 7 7
[reversing] 6 7 7 6 0 9 | 9 0 6 7 7 6
[copying] PT | PTPTPTPT
[relations] E438 is parent of E648. E648 is parent of E254. Who is the ancestor 2 of E254? | E438
[sorting] 1 7 2 5 8 2 | 1 2 2 5 7 8
[copying] CTR | CTRCTRCTRCTR
[relations] E352 is parent of E403. Who is the ancestor 1 of E403? | E352
[copying] FQQEYK | FQQEYKFQQEYKFQQEYK
[addition] 356 + 9333 | 9689
[relations] E699 is parent of E221. E221 is parent of E355. Who is the ancestor 2 of E355? | E699
[addition] 349 + 9 | 358
[sorting] 6 4 8 6 0 4 5 3 | 0 3 4 4 5 6 6 8
[addition] 41713 + 9 | 41722
[copying] KFFPWD | KFFPWDKFFPWDKFFPWDKFFPWD
[relations] E172 is parent of E307. E307 is parent of E848. Who is the ancestor 2 of E848? | E172
[addition] 439 + 69 | 508
[sorting] 2 0 4 6 8 5 5 8 | 0 2 4 5 5 6 8 8
[addition] 451 + 358 | 809
[addition] 53 + 451 | 504
[copying] JLDQIV | JLDQIVJLDQIVJLDQIVJLDQIV
[copying] SMKYK | SMKYKSMKYK
[reversing] 8 4 4 6 | 6 4 4 8
[copying] DNM | DNMDNMDNM
[reversing] 7 8 1 9 7 0 2 9 7 0 | 0 7 9 2 0 7 9 1 8 7
[copying] TQFC | TQFCTQFC
[copying] JBLC | JBLCJBLC
[addition] 0 + 51 | 51
[copying] FVY | FVYFVYFVYFVY
[relations] E825 is parent of E24. Who is the ancestor 1 of E24? | E825
[reversing] 5 8 0 0 | 0 0 8 5
[reversing] 3 7 3 1 8 | 8 1 3 7 3
[relations] E219 is parent of E379. E379 is parent of E378. Who is the ancestor 2 of E378? | E219
[sorting] 1 3 2 6 5 0 3 6 | 0 1 2 3 3 5 6 6
[relations] E573 is parent of E896. E896 is parent of E719. Who is the ancestor 2 of E719? | E573
[relations] E363 is parent of E975. Who is the ancestor 1 of E975? | E363
[reversing] 7 6 7 | 7 6 7
[addition] 56 + 33 | 89
[sorting] 7 2 4 9 1 9 4 6 1 1 | 1 1 1 2 4 4 6 7 9 9
[relations] E687 is parent of E458. Who is the ancestor 1 of E458? | E687
[addition] 795 + 453 | 1248
[copying] YQMPQP | YQMPQPYQMPQP
[reversing] 6 3 0 4 5 9 0 7 3 7 | 7 3 7 0 9 5 4 0 3 6
[sorting] 3 2 0 3 1 | 0 1 2 3 3
[copying] GKTJS | GKTJSGKTJS
[relations] E392 is parent of E555. Who is the ancestor 1 of E555? | E392
[addition] 609 + 903 | 1512
[reversing] 9 8 9 5 7 0 5 | 5 0 7 5 9 8 9
[relations] E295 is parent of E251. Who is the ancestor 1 of E251? | E295
[reversing] 2 3 5 3 6 4 4 9 | 9 4 4 6 3 5 3 2
[relations] E543 is parent of E150. E150 is parent of E65. Who is the ancestor 2 of E65? | E543
[copying] VAT | VATVATVATVAT
[sorting] 3 0 7 9 7 9 8 8 | 0 3 7 7 8 8 9 9
[copying] PPA | PPAPPAPPA
[copying] KZT | KZTKZTKZT
[reversing] 8 3 6 8 5 | 5 8 6 3 8
[addition] 2 + 56 | 58
[sorting] 0 7 4 1 7 2 1 | 0 1 1 2 4 7 7
[relations] E288 is parent of E988. E988 is parent of E277. Who is the ancestor 2 of E277? | E288
[relations] E842 is parent of E79. Who is the ancestor 1 of E79? | E842
[relations] E540 is parent of E834. E834 is parent of E861. Who is the ancestor 2 of E861? | E540
[relations] E687 is parent of E832. Who is the ancestor 1 of E832? | E687
[copying] OP | OPOPOP
[sorting] 0 7 8 6 | 0 6 7 8
[reversing] 2 2 5 2 4 | 4 2 5 2 2
[copying] HYHX | HYHXHYHX
[relations] E868 is parent of E281. E281 is parent of E778. Who is the ancestor 2 of E778? | E868
[reversing] 8 0 9 7 | 7 9 0 8
[addition] 871 + 4 | 875
[reversing] 0 8 8 7 0 5 | 5 0 7 8 8 0
[sorting] 4 6 4 6 6 4 9 8 7 1 1 8 | 1 1 4 4 4 6 6 6 7 8 8 9
[copying] MI | MIMIMI
[reversing] 0 5 6 | 6 5 0
[sorting] 1 3 7 0 2 6 2 8 3 3 0 6 | 0 0 1 2 2 3 3 3 6 6 7 8
[relations] E923 is parent of E201. E201 is parent of E499. Who is the ancestor 2 of E499? | E923
[reversing] 3 1 2 3 1 2 2 | 2 2 1 3 2 1 3
[sorting] 6 0 5 4 6 0 1 | 0 0 1 4 5 6 6
[reversing] 9 6 8 6 3 4 | 4 3 6 8 6 9
[relations] E60 is parent of E533. E533 is parent of E45. Who is the ancestor 2 of E45? | E60
[reversing] 6 6 3 6 8 5 8 2 1 | 1 2 8 5 8 6 3 6 6
[reversing] 5 8 9 5 0 8 2 3 6 3 4 3 | 3 4 3 6 3 2 8 0 5 9 8 5
[relations] E733 is parent of E622. Who is the ancestor 1 of E622? | E733
[reversing] 9 3 4 2 5 8 4 7 6 1 | 1 6 7 4 8 5 2 4 3 9
[reversing] 9 3 3 5 8 5 3 1 3 5 1 3 | 3 1 5 3 1 3 5 8 5 3 3 9
[sorting] 1 4 6 9 4 4 9 | 1 4 4 4 6 9 9
[relations] E839 is parent of E377. E377 is parent of E910. Who is the ancestor 2 of E910? | E839
[relations] E323 is parent of E290. E290 is parent of E324. Who is the ancestor 2 of E324? | E323
[reversing] 9 8 5 7 5 0 8 | 8 0 5 7 5 8 9
[relations] E506 is parent of E403. Who is the ancestor 1 of E403? | E506
[reversing] 3 3 9 | 9 3 3
[sorting] 0 6 2 7 2 0 7 0 1 6 6 0 | 0 0 0 0 1 2 2 6 6 6 7 7
[copying] XKIPNN | XKIPNNXKIPNN
[reversing] 8 0 2 6 5 6 0 9 1 9 | 9 1 9 0 6 5 6 2 0 8
[copying] GIU | GIUGIU
[addition] 49 + 34 | 83
[reversing] 9 7 7 8 | 8 7 7 9
[reversing] 4 3 8 2 7 2 9 3 7 9 | 9 7 3 9 2 7 2 8 3 4
[copying] IAED | IAEDIAEDIAED
